"event_title","event_id","event_subtitle","event_type","event_desc","event_loc","date_event_start","date_event_end","exp_attendance","exp_participants","event_host","event_url","address_full","lat","lng"
"Sunday Artisan Market","52103","","FARMERS","The Sunday Artisan Market provides space for local artisans, crafters, & retailers to display and sell their goods and services The market also provides a venue far local entertainers to perform and space for other community organizations to promote their activities.","5th Avenue between Market Street and J Street","2019-09-01 10:00:00","2019-09-01 15:00:00","","30","Gaslamp Quarter Association ","www.gaslamp.org","5th Avenue & Market Street ","32.711490000000005","-117.160126"
"2019 Hillcrest Farmers' Market (Sundays)","52053","","FARMERS","This farmer's market in Hillcrest offers an array of groceries and goodies. Featured items include fresh fruits and vegetables, meat, seafood, dairy products, dry goods, prepared foods, and specialty treats. There are also art & craft items, jewelry, and clothing. Come and shop!","DMV parking lot at 3690 Normal Street ~ Normal Street between Lincoln Avenue & University Avenue, Harvey Milk between Normal and Cleveland Streets","2019-09-01 09:00:00","2019-09-01 14:00:00","4,000","400","Hillcrest Business Association","www.hillcrestfarmersmarket.com","3690 Normal Street ","32.7485285","-117.1498856"
"21st Annual Labor Day Stickball Tournament (3 Day)","52480","","ATHLETIC","The game of stickball is played on neighborhood streets where opposing teams use sticks to maneuver a ball to opposite sites to score for points. Come and watch the local teams battle for stickball glory! ","Columbia Street between Date St. & Beech St./ India Street between Ash St. & A St.","2019-09-01 09:00:00","2019-09-01 17:00:00","","","Little Italy Association","www.sandiegostickball.com","Columbia Street & Date Street","32.723","-117.16739"
"Old Town Artisan's Market","51682","","FARMERS","A weekend open air market offering an array of interesting art, jewelry, pottery, clothing, gift items and more by local artists. ","Harney Street between San Diego Avenue and Congress Street ","2019-09-01 09:00:00","2019-09-01 16:30:00","500","100","Old Town San Diego Chamber of Commerce ","","Harney Street & San Diego Avenue","32.75278","-117.19491"
"SYDRO Music Festival 2019","52688","","FESTIVAL","Come celebrate the vivacious binational culture through the sights of art, tastes of cuisine and the sounds of music. There is a community talent show, soccer tournament, two live stages, boxing matches, Children's area, border art walk, & a binational tasting!","Larsen Field","2019-08-31 15:00:00","2019-08-31 21:15:00","","","","","455 Sycamore Road","32.54773","-117.04518"
"5th Annual Diamond Street Festival","52614","","FESTIVAL","Grab an friend and come to the Diamond Street Festival for arts, culture, health, wellness, food, a kids' zone, a custom car show, and entertainment!","Imperial Avenue between 60th and 63rd Streets","2019-08-31 12:00:00","2019-08-31 19:00:00","","","Diamond Business Association Inc","www.diamondstreetfestival.com","63rd Street & Imperial Avenue","32.7099341","-117.0623455"
"Stage at Bea Evenson Fountain","52555","","CONCERTS","Stop by the fountain daily between 10 AM and 10 PM - you may be informed about museum collections or entertained with performances!","Bea Evenson Fountain in Balboa Park","2019-08-31 10:00:00","2019-08-31 22:00:00","","","Balboa Park Cultural Partnership/Parks & Rec","","1549 El Prado","32.731445","-117.14966"
"21st Annual Labor Day Stickball Tournament (3 Day)","52479","","ATHLETIC","The game of stickball is played on neighborhood streets where opposing teams use sticks to maneuver a ball to opposite sites to score for points. Come and watch the local teams battle for stickball glory! ","Columbia Street between Date St. & Beech St./ India Street between Ash St. & A St.","2019-08-31 09:00:00","2019-08-31 17:00:00","","","Little Italy Association","www.sandiegostickball.com","Columbia Street & Date Street","32.723","-117.16739"
"Old Town Artisan's Market","51681","","FARMERS","A weekend open air market offering an array of interesting art, jewelry, pottery, clothing, gift items and more by local artists. ","Harney Street between San Diego Avenue and Congress Street ","2019-08-31 09:00:00","2019-08-31 16:30:00","500","100","Old Town San Diego Chamber of Commerce ","","Harney Street & San Diego Avenue","32.75278","-117.19491"
"City Heights Farmer's Market (Every Saturday)","51801","","FARMERS","This farmer's market in City Heights offers an array of groceries and goodies. Featured items include fresh fruits and vegetables, bakery, dry goods, prepared foods, and specialty treats. There are also imported items from Latin America, East Africa, and Southwest Asia. Come and shop!","Wightman Street between 43rd Street and Fairmont Avenue ","2019-08-31 09:00:00","2019-08-31 13:00:00","500","100","San Diego County Farm Bureau ","www.sdfarmbureau.org","Wightman & 43rd Streets","32.747757","-117.102"
"The Mercato Little Italy's Farmers' Market","51749","","FARMERS","The Little Italy Mercato is a Certified Farmers' Market filled with fruits and vegetables, herbs, flowers, eggs, cheese, pastured chicken and meat from more than forty California farmers. The Mercato also offers artisan foods and specialty items of all shapes and sizes. ","W. Date St. between Front Street and its cul-de-sac west of Kettner Boulevard ","2019-08-31 08:00:00","2019-08-31 14:00:00","2,500","400","Little Italy Association of San Diego ","www.littleitalymercato.com","Date & State Streets","32.722996","-117.1665"
"55th Annual Balboa Park 4-Miler Cross Country Race","52372","","ATHLETIC","Would you like to join a group on a 4-mile trail run at Balboa Park? The course will take you along the dirt path Bridle Trail shaded by trees and upon paved roadways.","Balboa Park - west side of the park between 6th Avenue & Highway 163","2019-08-31 06:00:00","2019-08-31 09:30:00","","","San Diego Track Club","","Quince Street & 6th Avenue","32.736633000000005","-117.15942"
"Food Truck Fridays","52264","","FARMERS","On Friday evenings in June through September, visitors of all ages can enjoy live family friendly entertainment while eating gourmet treats from a rotating selection of more than a dozen food trucks parked on the Plaza de Panama and El Prado walkway.","Plaza de Panama and El Prado","2019-08-30 16:00:00","2019-08-30 20:30:00","","60","Parks & Recreation","www.sandiego.gov/event/food-truck-fridays","1450 El Prado","32.73144","-117.15113999999998"
"Stage at Bea Evenson Fountain","52554","","CONCERTS","Stop by the fountain daily between 10 AM and 10 PM - you may be informed about museum collections or entertained with performances!","Bea Evenson Fountain in Balboa Park","2019-08-30 10:00:00","2019-08-30 22:00:00","","","Balboa Park Cultural Partnership/Parks & Rec","","1549 El Prado","32.731445","-117.14966"
"Screen on the Green","52235","","FESTIVAL","Enjoy a night under the stars in the Botanical Lawn located east of the Museum and a selection of films inspired by current exhibitions. Grab a blanket, a picnic, bring a few friends, and be sure to arrive early for a good seat on the lawn!","Botanical Lawn East of Balboa Park  ","2019-08-29 20:00:00","2019-08-29 22:00:00","500","30","San Diego Museum of Art ","www.sdmart.org","1549 El Prado ","32.731445","-117.14966"
"North Park Thursday Market","51540","","FARMERS","This farmer's market in North Park offers locally grown vegetables, fruits, fresh flowers, eggs, artisan products, and craft vendors providing North Park residents and visitors with healthy foods in a family oriented community gathering place.","North Park Way between Granada Avenue and 30th Street ","2019-08-29 15:00:00","2019-08-29 19:00:00","900","70","North Park Main Street ","www.northparkmarket.com","North Park Way & Granada Avenue","32.747375","-117.13188999999998"
"Stage at Bea Evenson Fountain","52538","","CONCERTS","Stop by the fountain daily between 10 AM and 10 PM - you may be informed about museum collections or entertained with performances!","Bea Evenson Fountain in Balboa Park","2019-08-29 10:00:00","2019-08-29 17:00:00","","","Balboa Park Cultural Partnership/Parks & Rec","","1549 El Prado","32.731445","-117.14966"
"Ocean Beach Certified Farmer's Market (Wednesdays)","51490","","FARMERS","This farmer's market in Ocean Beach offers an array of groceries and goodies. Featured items include fresh fruits and vegetables, flowers, meat, nuts, sauces, bakery, dry goods, prepared foods, and specialty treats. There are also gift items and craft creations. Come and shop! ","Newport Avenue between Bacon and Cable Streets ","2019-08-28 16:00:00","2019-08-28 20:00:00","1,200","125","Ocean Beach Merchant's Association","www.oceanbeachsandiego.com","Newport Avenue & Bacon Stre","32.746857","-117.25107"
"Curbside Bites Food Truck Markets - Downtown Lunch","51970","","FARMERS","Every Wednesday, a caravan of food trucks are conveniently located in Little Italy to serve lunchtime meals. Each food truck has its own menu choices. Just pick out what it is that you like and it's quickly served. ","B Street between India & Columbia Streets. ","2019-08-28 11:00:00","2019-08-28 14:00:00","300","30","Curbside Bites ","www.curbsidebites.com","B Street & India Street","32.717766","-117.16828"
"Stage at Bea Evenson Fountain","52537","","CONCERTS","Stop by the fountain daily between 10 AM and 10 PM - you may be informed about museum collections or entertained with performances!","Bea Evenson Fountain in Balboa Park","2019-08-28 10:00:00","2019-08-28 17:00:00","","","Balboa Park Cultural Partnership/Parks & Rec","","1549 El Prado","32.731445","-117.14966"
"Little Italy's Wednesday Farmers Market","51439","","FARMERS","The Little Italy's Wednesday Farmers Market is a Certified Farmers' Market filled with fruits and vegetables, herbs, flowers, eggs, cheese, pastured chicken and meat from more than forty California farmers. The market also offers artisan foods and specialty items of all shapes and sizes. Expected  ","Date Street between State Street and cul-de-sac west of Kettner Blvd.","2019-08-28 09:00:00","2019-08-28 14:00:00","1,200","80","Little Italy Association of San Diego ","www.littleitalymercato.com","Date & State Streets","32.722996","-117.1665"
"Pacific Beach Tuesday Farmers' Market","51852","","FARMERS","This farmer's market offers locally grown vegetables, fruits, flowers, eggs plus artisan food and craft vendors, providing Pacific Beach residents and visitors healthy food in a family friendly gathering place. ","Bayard Street between Grand and Garnet Avenues ","2019-08-27 14:00:00","2019-08-27 19:00:00","800","60","Discover PB","www.pacificbeachmarket.com","Bayard Street & Grand Avenue","32.79506","-117.2531"
"Stage at Bea Evenson Fountain","52536","","CONCERTS","Stop by the fountain daily between 10 AM and 10 PM - you may be informed about museum collections or entertained with performances!","Bea Evenson Fountain in Balboa Park","2019-08-27 10:00:00","2019-08-27 17:00:00","","","Balboa Park Cultural Partnership/Parks & Rec","","1549 El Prado","32.731445","-117.14966"
"Stage at Bea Evenson Fountain","52535","","CONCERTS","Stop by the fountain daily between 10 AM and 10 PM - you may be informed about museum collections or entertained with performances!","Bea Evenson Fountain in Balboa Park","2019-08-26 10:00:00","2019-08-26 17:00:00","","","Balboa Park Cultural Partnership/Parks & Rec","","1549 El Prado","32.731445","-117.14966"
"Stage at Bea Evenson Fountain","52534","","CONCERTS","Stop by the fountain daily between 10 AM and 10 PM - you may be informed about museum collections or entertained with performances!","Bea Evenson Fountain in Balboa Park","2019-08-25 10:00:00","2019-08-25 17:00:00","","","Balboa Park Cultural Partnership/Parks & Rec","","1549 El Prado","32.731445","-117.14966"
