"event_title","event_id","event_subtitle","event_type","event_desc","event_loc","date_event_start","date_event_end","exp_attendance","exp_participants","event_host","event_url","address_full","lat","lng"
"Ocean Beach Certified Farmers' Market","53562","","FARMERS","This farmer's market in Ocean Beach offers an array of groceries and goodies. Featured items include fresh fruits and vegetables, flowers, meat, nuts, sauces, bakery, dry goods, prepared foods, and specialty treats. There are also gift items and craft creations. Come and shop!","Newport Avenue between Bacon and Cable Streets","2021-10-20 16:00:00","2021-10-20 20:00:00","","","Ocean Beach Merchant's Association","www.oceanbeachsandiego.com/attractions/annual-events/farmers-market-wednesdays","Newport Avenue and Bacon Street","32.746857","-117.25107"
"Pacific Beach Tuesday Farmers' Market","53767","","FARMERS","This farmer's market in Pacific Beach offers an array of groceries and goodies. Featured items include fresh fruits and vegetables, meat, seafood, dairy products, dry goods, prepared foods, and specialty treats. There are also art & craft items, jewelry, and clothing. Come and shop!","Bayard Street between Grand and Garnet Avenues","2021-10-19 14:00:00","2021-10-19 19:00:00","","","Discover PB","www.pacificbeachmarket.com","Bayard Street & Grand Avenue","32.79506","-117.2531"
"Hillcrest Farmers Market","53716","","FARMERS","This farmer's market in Hillcrest offers an array of groceries and goodies. Featured items include fresh fruits and vegetables, meat, seafood, dairy products, dry goods, prepared foods, and specialty treats. There are also art & craft items, jewelry, and clothing. Come and shop!","DMV parking lot at 3690 Normal Street ~ Normal Street between Lincoln Avenue & University Avenue","2021-10-17 09:00:00","2021-10-17 14:00:00","","","Hillcrest Business Association","www.hillcrestfarmersmarket.com","3690 Normal Street","32.7485285","-117.1498856"
"City Heights Farmers' Market","53614","","FARMERS","This farmer's market in City Heights offers an array of groceries and goodies. Featured items include fresh fruits and vegetables, bakery, dry goods, prepared foods, and specialty treats. There are also imported items from Latin America, East Africa, and Southwest Asia. Come and shop!","Wightman Street between 43rd Street and Fairmont Avenue","2021-10-16 09:00:00","2021-10-16 13:00:00","","","San Diego County Farm Bureau","www.sdfarmbureau.org","Wightman Street & 43rd Street","32.747757","-117.102"
"Little Italy Mercato Farmers' Market","53666","","FARMERS","This farmer's market in Little Italy offers an array of groceries and goodies. Featured items include fresh fruits and vegetables, flowers, meat, nuts, sauces, bakery, dry goods, prepared foods, and specialty treats. There are also gift items and craft creations. Come and shop!","W. Date St. between Front Street and its cul-de-sac west of Kettner Boulevard","2021-10-16 08:00:00","2021-10-16 14:00:00","",""," Little Italy Association of San Diego","www.littleitalymercato.com","Date Street & Front Street","32.723","-117.16479"
"North Park Thursday Market","53818","","FARMERS","This farmer's market in North Park offers an array of groceries and goodies. Featured items include fresh fruits and vegetables, meat, seafood, dairy products, dry goods, prepared foods, and specialty treats. Come and shop!","North Park Way between Granada Avenue and 30th Street","2021-10-14 15:00:00","2021-10-14 19:30:00","","","North Park Business and Neighborhood Foundation","www.northparkmarket.com","North Park Way & Granada Avenue","32.747375","-117.13188999999998"
"Ocean Beach Certified Farmers' Market","53561","","FARMERS","This farmer's market in Ocean Beach offers an array of groceries and goodies. Featured items include fresh fruits and vegetables, flowers, meat, nuts, sauces, bakery, dry goods, prepared foods, and specialty treats. There are also gift items and craft creations. Come and shop!","Newport Avenue between Bacon and Cable Streets","2021-10-13 16:00:00","2021-10-13 20:00:00","","","Ocean Beach Merchant's Association","www.oceanbeachsandiego.com/attractions/annual-events/farmers-market-wednesdays","Newport Avenue and Bacon Street","32.746857","-117.25107"
"Pacific Beach Tuesday Farmers' Market","53766","","FARMERS","This farmer's market in Pacific Beach offers an array of groceries and goodies. Featured items include fresh fruits and vegetables, meat, seafood, dairy products, dry goods, prepared foods, and specialty treats. There are also art & craft items, jewelry, and clothing. Come and shop!","Bayard Street between Grand and Garnet Avenues","2021-10-12 14:00:00","2021-10-12 19:00:00","","","Discover PB","www.pacificbeachmarket.com","Bayard Street & Grand Avenue","32.79506","-117.2531"
"Hillcrest Farmers Market","53715","","FARMERS","This farmer's market in Hillcrest offers an array of groceries and goodies. Featured items include fresh fruits and vegetables, meat, seafood, dairy products, dry goods, prepared foods, and specialty treats. There are also art & craft items, jewelry, and clothing. Come and shop!","DMV parking lot at 3690 Normal Street ~ Normal Street between Lincoln Avenue & University Avenue","2021-10-10 09:00:00","2021-10-10 14:00:00","","","Hillcrest Business Association","www.hillcrestfarmersmarket.com","3690 Normal Street","32.7485285","-117.1498856"
"City Heights Farmers' Market","53613","","FARMERS","This farmer's market in City Heights offers an array of groceries and goodies. Featured items include fresh fruits and vegetables, bakery, dry goods, prepared foods, and specialty treats. There are also imported items from Latin America, East Africa, and Southwest Asia. Come and shop!","Wightman Street between 43rd Street and Fairmont Avenue","2021-10-09 09:00:00","2021-10-09 13:00:00","","","San Diego County Farm Bureau","www.sdfarmbureau.org","Wightman Street & 43rd Street","32.747757","-117.102"
"Little Italy Mercato Farmers' Market","53665","","FARMERS","This farmer's market in Little Italy offers an array of groceries and goodies. Featured items include fresh fruits and vegetables, flowers, meat, nuts, sauces, bakery, dry goods, prepared foods, and specialty treats. There are also gift items and craft creations. Come and shop!","W. Date St. between Front Street and its cul-de-sac west of Kettner Boulevard","2021-10-09 08:00:00","2021-10-09 14:00:00","",""," Little Italy Association of San Diego","www.littleitalymercato.com","Date Street & Front Street","32.723","-117.16479"
"North Park Thursday Market","53817","","FARMERS","This farmer's market in North Park offers an array of groceries and goodies. Featured items include fresh fruits and vegetables, meat, seafood, dairy products, dry goods, prepared foods, and specialty treats. Come and shop!","North Park Way between Granada Avenue and 30th Street","2021-10-07 15:00:00","2021-10-07 19:30:00","","","North Park Business and Neighborhood Foundation","www.northparkmarket.com","North Park Way & Granada Avenue","32.747375","-117.13188999999998"
"Ocean Beach Certified Farmers' Market","53560","","FARMERS","This farmer's market in Ocean Beach offers an array of groceries and goodies. Featured items include fresh fruits and vegetables, flowers, meat, nuts, sauces, bakery, dry goods, prepared foods, and specialty treats. There are also gift items and craft creations. Come and shop!","Newport Avenue between Bacon and Cable Streets","2021-10-06 16:00:00","2021-10-06 20:00:00","","","Ocean Beach Merchant's Association","www.oceanbeachsandiego.com/attractions/annual-events/farmers-market-wednesdays","Newport Avenue and Bacon Street","32.746857","-117.25107"
"Pacific Beach Tuesday Farmers' Market","53765","","FARMERS","This farmer's market in Pacific Beach offers an array of groceries and goodies. Featured items include fresh fruits and vegetables, meat, seafood, dairy products, dry goods, prepared foods, and specialty treats. There are also art & craft items, jewelry, and clothing. Come and shop!","Bayard Street between Grand and Garnet Avenues","2021-10-05 14:00:00","2021-10-05 19:00:00","","","Discover PB","www.pacificbeachmarket.com","Bayard Street & Grand Avenue","32.79506","-117.2531"
"Hillcrest Farmers Market","53714","","FARMERS","This farmer's market in Hillcrest offers an array of groceries and goodies. Featured items include fresh fruits and vegetables, meat, seafood, dairy products, dry goods, prepared foods, and specialty treats. There are also art & craft items, jewelry, and clothing. Come and shop!","DMV parking lot at 3690 Normal Street ~ Normal Street between Lincoln Avenue & University Avenue","2021-10-03 09:00:00","2021-10-03 14:00:00","","","Hillcrest Business Association","www.hillcrestfarmersmarket.com","3690 Normal Street","32.7485285","-117.1498856"
"City Heights Farmers' Market","53612","","FARMERS","This farmer's market in City Heights offers an array of groceries and goodies. Featured items include fresh fruits and vegetables, bakery, dry goods, prepared foods, and specialty treats. There are also imported items from Latin America, East Africa, and Southwest Asia. Come and shop!","Wightman Street between 43rd Street and Fairmont Avenue","2021-10-02 09:00:00","2021-10-02 13:00:00","","","San Diego County Farm Bureau","www.sdfarmbureau.org","Wightman Street & 43rd Street","32.747757","-117.102"
"Little Italy Mercato Farmers' Market","53664","","FARMERS","This farmer's market in Little Italy offers an array of groceries and goodies. Featured items include fresh fruits and vegetables, flowers, meat, nuts, sauces, bakery, dry goods, prepared foods, and specialty treats. There are also gift items and craft creations. Come and shop!","W. Date St. between Front Street and its cul-de-sac west of Kettner Boulevard","2021-10-02 08:00:00","2021-10-02 14:00:00","",""," Little Italy Association of San Diego","www.littleitalymercato.com","Date Street & Front Street","32.723","-117.16479"
"North Park Thursday Market","53816","","FARMERS","This farmer's market in North Park offers an array of groceries and goodies. Featured items include fresh fruits and vegetables, meat, seafood, dairy products, dry goods, prepared foods, and specialty treats. Come and shop!","North Park Way between Granada Avenue and 30th Street","2021-09-30 15:00:00","2021-09-30 19:30:00","","","North Park Business and Neighborhood Foundation","www.northparkmarket.com","North Park Way & Granada Avenue","32.747375","-117.13188999999998"
"Ocean Beach Certified Farmers' Market","53559","","FARMERS","This farmer's market in Ocean Beach offers an array of groceries and goodies. Featured items include fresh fruits and vegetables, flowers, meat, nuts, sauces, bakery, dry goods, prepared foods, and specialty treats. There are also gift items and craft creations. Come and shop!","Newport Avenue between Bacon and Cable Streets","2021-09-29 16:00:00","2021-09-29 20:00:00","","","Ocean Beach Merchant's Association","www.oceanbeachsandiego.com/attractions/annual-events/farmers-market-wednesdays","Newport Avenue and Bacon Street","32.746857","-117.25107"
